question_uid,parliament,session,question_number,response_date,response_sitting_day,response_type,response_detail,response_details_full
42-1-2424,42,1,2424,2019-05-27,420,written,Sessional Paper No. 8555-421-2424,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2424)  — May 27, 2019"
42-1-2425,42,1,2425,2019-05-27,420,written,Sessional Paper No. 8555-421-2425,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2425)  — May 27, 2019"
42-1-2426,42,1,2426,2019-06-12,432,written,Sessional Paper No. 8555-421-2426,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2426)  — June 12, 2019"
42-1-2427,42,1,2427,2019-06-12,432,written,Sessional Paper No. 8555-421-2427,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2427)  — June 12, 2019"
42-1-2428,42,1,2428,2019-06-12,432,written,Sessional Paper No. 8555-421-2428,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2428)  — June 12, 2019"
42-1-2429,42,1,2429,2019-06-12,432,verbal,"Debates June 12, 2019","Answered (See Debates) — June 12, 2019"
42-1-2430,42,1,2430,2019-06-12,432,written,Sessional Paper No. 8555-421-2430,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2430)  — June 12, 2019"
42-1-2431,42,1,2431,2019-06-12,432,verbal,"Debates June 12, 2019","Answered (See Debates) — June 12, 2019"
42-1-2432,42,1,2432,2019-06-12,432,verbal,"Debates June 12, 2019","Answered (See Debates) — June 12, 2019"
42-1-2433,42,1,2433,2019-06-12,432,written,Sessional Paper No. 8555-421-2433,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2433)  — June 12, 2019"
42-1-2434,42,1,2434,2019-06-12,432,written,Sessional Paper No. 8555-421-2434,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2434)  — June 12, 2019"
42-1-2435,42,1,2435,2019-06-12,432,written,Sessional Paper No. 8555-421-2435,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2435)  — June 12, 2019"
42-1-2436,42,1,2436,2019-06-12,432,written,Sessional Paper No. 8555-421-2436,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2436)  — June 12, 2019"
42-1-2437,42,1,2437,2019-06-12,432,written,Sessional Paper No. 8555-421-2437,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2437)  — June 12, 2019"
42-1-2438,42,1,2438,2019-06-12,432,written,Sessional Paper No. 8555-421-2438,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2438)  — June 12, 2019"
42-1-2439,42,1,2439,2019-06-14,434,written,Sessional Paper No. 8555-421-2439,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2439)  — June 14, 2019"
42-1-2440,42,1,2440,2019-06-14,434,written,Sessional Paper No. 8555-421-2440,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2440)  — June 14, 2019"
42-1-2441,42,1,2441,2019-06-14,434,written,Sessional Paper No. 8555-421-2441,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2441)  — June 14, 2019"
42-1-2442,42,1,2442,2019-06-14,434,verbal,"Debates June 14, 2019","Answered (See Debates) — June 14, 2019"
42-1-2443,42,1,2443,2019-06-14,434,written,Sessional Paper No. 8555-421-2443,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2443)  — June 14, 2019"
42-1-2444,42,1,2444,2019-06-14,434,written,Sessional Paper No. 8555-421-2444,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2444)  — June 14, 2019"
42-1-2445,42,1,2445,2019-06-14,434,verbal,"Debates June 14, 2019","Answered (See Debates) — June 14, 2019"
42-1-2446,42,1,2446,2019-06-14,434,verbal,"Debates June 14, 2019","Answered (See Debates) — June 14, 2019"
42-1-2447,42,1,2447,2019-06-14,434,written,Sessional Paper No. 8555-421-2447,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2447)  — June 14, 2019"
42-1-2448,42,1,2448,2019-06-14,434,written,Sessional Paper No. 8555-421-2448,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2448)  — June 14, 2019"
42-1-2449,42,1,2449,2019-06-14,434,written,Sessional Paper No. 8555-421-2449,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2449)  — June 14, 2019"
42-1-2450,42,1,2450,2019-06-14,434,written,Sessional Paper No. 8555-421-2450,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-421-2450)  — June 14, 2019"
