question_uid,parliament,session,question_number,response_date,response_sitting_day,response_type,response_detail,response_details_full
41-1-158,41,1,158,2011-11-14,45,written,Sessional Paper No. 8555-411-158,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-158)  — November 14, 2011
"
41-1-159,41,1,159,2011-11-14,45,written,Sessional Paper No. 8555-411-159,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-159)  — November 14, 2011
"
41-1-160,41,1,160,2011-11-14,45,written,Sessional Paper No. 8555-411-160,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-160)  — November 14, 2011
"
41-1-161,41,1,161,2011-11-15,46,written,Sessional Paper No. 8555-411-161,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-161)  — November 15, 2011
"
41-1-162,41,1,162,2011-11-15,46,written,Sessional Paper No. 8555-411-162,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-162)  — November 15, 2011
"
41-1-163,41,1,163,2011-11-15,46,written,Sessional Paper No. 8555-411-163,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-163)  — November 15, 2011
"
41-1-164,41,1,164,2011-11-21,50,verbal,"Debates November 21, 2011","Answered — November 21, 2011
					 (See Debates)
"
41-1-165,41,1,165,2011-11-18,49,written,Sessional Paper No. 8555-411-165,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-165)  — November 18, 2011
"
41-1-166,41,1,166,2011-11-21,50,written,Sessional Paper No. 8555-411-166,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-166)  — November 21, 2011
"
41-1-167,41,1,167,2011-11-17,48,written,Sessional Paper No. 8555-411-167,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-167)  — November 17, 2011
"
41-1-168,41,1,168,2011-11-21,50,written,Sessional Paper No. 8555-411-168,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-168)  — November 21, 2011
"
41-1-169,41,1,169,2011-11-21,50,written,Sessional Paper No. 8555-411-169,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-169)  — November 21, 2011
"
41-1-170,41,1,170,2011-11-17,48,written,Sessional Paper No. 8555-411-170,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-170)  — November 17, 2011
"
41-1-171,41,1,171,2011-11-17,48,written,Sessional Paper No. 8555-411-171,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-171)  — November 17, 2011
"
41-1-172,41,1,172,2011-11-17,48,written,Sessional Paper No. 8555-411-172,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-172)  — November 17, 2011
"
41-1-173,41,1,173,2011-11-18,49,verbal,"Debates November 18, 2011","Answered — November 18, 2011
					 (See Debates)
"
41-1-174,41,1,174,2011-11-21,50,verbal,"Debates November 21, 2011","Answered — November 21, 2011
					 (See Debates)
"
41-1-175,41,1,175,2011-11-30,57,written,Sessional Paper No. 8555-411-175,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-175)  — November 30, 2011
"
41-1-176,41,1,176,2011-11-24,53,written,Sessional Paper No. 8555-411-176,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-176)  — November 24, 2011
"
41-1-177,41,1,177,2011-11-25,54,verbal,"Debates November 25, 2011","Answered — November 25, 2011
					 (See Debates)
"
41-1-178,41,1,178,2011-12-02,59,written,Sessional Paper No. 8555-411-178,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-178)  — December 2, 2011
"
41-1-179,41,1,179,2011-12-05,60,written,Sessional Paper No. 8555-411-179,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-179)  — December 5, 2011
"
41-1-180,41,1,180,2011-10-19,32,withdrawn,NA,"Withdrawn — October 19, 2011
"
41-1-181,41,1,181,2011-12-02,59,written,Sessional Paper No. 8555-411-181,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-181)  — December 2, 2011
"
41-1-182,41,1,182,2011-12-01,58,written,Sessional Paper No. 8555-411-182,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-182)  — December 1, 2011
"
41-1-183,41,1,183,2011-12-05,60,written,Sessional Paper No. 8555-411-183,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-183)  — December 5, 2011
"
41-1-184,41,1,184,2011-12-05,60,written,Sessional Paper No. 8555-411-184,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-184)  — December 5, 2011
"
41-1-185,41,1,185,2011-12-06,61,written,Sessional Paper No. 8555-411-185,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-185)  — December 6, 2011
"
41-1-186,41,1,186,2011-12-02,59,written,Sessional Paper No. 8555-411-186,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-186)  — December 2, 2011
"
41-1-187,41,1,187,2011-12-05,60,verbal,"Debates December 5, 2011","Answered — December 5, 2011
					 (See Debates)
"
41-1-188,41,1,188,2011-12-06,61,written,Sessional Paper No. 8555-411-188,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-188)  — December 6, 2011
"
41-1-189,41,1,189,2011-12-06,61,written,Sessional Paper No. 8555-411-189,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-189)  — December 6, 2011
"
41-1-190,41,1,190,2011-12-07,62,written,Sessional Paper No. 8555-411-190,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-190)  — December 7, 2011
"
41-1-191,41,1,191,2011-12-08,63,written,Sessional Paper No. 8555-411-191,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-191)  — December 8, 2011
"
41-1-192,41,1,192,2011-12-12,65,written,Sessional Paper No. 8555-411-192,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-192)  — December 12, 2011
"
41-1-193,41,1,193,2011-12-12,65,verbal,"Debates December 12, 2011","Answered — December 12, 2011
					 (See Debates)
"
41-1-194,41,1,194,2011-12-12,65,written,Sessional Paper No. 8555-411-194,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-194)  — December 12, 2011
"
41-1-195,41,1,195,2011-12-08,63,verbal,"Debates December 8, 2011","Answered — December 8, 2011
					 (See Debates)
"
41-1-196,41,1,196,2011-12-14,67,written,Sessional Paper No. 8555-411-196,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-196)  — December 14, 2011
"
41-1-197,41,1,197,2011-12-14,67,written,Sessional Paper No. 8555-411-197,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-197)  — December 14, 2011
"
41-1-198,41,1,198,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-199,41,1,199,2012-01-30,69,written,Sessional Paper No. 8555-411-199,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-199)  — January 30, 2012
"
41-1-200,41,1,200,2012-01-30,69,written,Sessional Paper No. 8555-411-200,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-200)  — January 30, 2012
"
41-1-201,41,1,201,2012-01-30,69,written,Sessional Paper No. 8555-411-201,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-201)  — January 30, 2012
"
41-1-202,41,1,202,2012-01-30,69,written,Sessional Paper No. 8555-411-202,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-202)  — January 30, 2012
"
41-1-203,41,1,203,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-204,41,1,204,2012-01-30,69,written,Sessional Paper No. 8555-411-204,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-204)  — January 30, 2012
"
41-1-205,41,1,205,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-206,41,1,206,2012-01-30,69,written,Sessional Paper No. 8555-411-206,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-206)  — January 30, 2012
"
41-1-207,41,1,207,2012-01-30,69,written,Sessional Paper No. 8555-411-207,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-207)  — January 30, 2012
"
41-1-208,41,1,208,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-209,41,1,209,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-210,41,1,210,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-211,41,1,211,2012-01-30,69,written,Sessional Paper No. 8555-411-211,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-211)  — January 30, 2012
"
41-1-212,41,1,212,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-213,41,1,213,2012-01-30,69,written,Sessional Paper No. 8555-411-213,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-213)  — January 30, 2012
"
41-1-214,41,1,214,2012-01-30,69,written,Sessional Paper No. 8555-411-214,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-214)  — January 30, 2012
"
41-1-215,41,1,215,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-216,41,1,216,2012-01-30,69,written,Sessional Paper No. 8555-411-216,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-216)  — January 30, 2012
"
41-1-217,41,1,217,2012-01-30,69,written,Sessional Paper No. 8555-411-217,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-217)  — January 30, 2012
"
41-1-218,41,1,218,2012-01-30,69,written,Sessional Paper No. 8555-411-218,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-218)  — January 30, 2012
"
41-1-219,41,1,219,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-220,41,1,220,2012-01-30,69,written,Sessional Paper No. 8555-411-220,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-220)  — January 30, 2012
"
41-1-221,41,1,221,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-222,41,1,222,2012-01-30,69,written,Sessional Paper No. 8555-411-222,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-222)  — January 30, 2012
"
41-1-223,41,1,223,2012-01-30,69,written,Sessional Paper No. 8555-411-223,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-223)  — January 30, 2012
"
41-1-224,41,1,224,2012-01-30,69,written,Sessional Paper No. 8555-411-224,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-224)  — January 30, 2012
"
41-1-225,41,1,225,2012-01-30,69,written,Sessional Paper No. 8555-411-225,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-225)  — January 30, 2012
"
41-1-226,41,1,226,2012-01-30,69,written,Sessional Paper No. 8555-411-226,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-226)  — January 30, 2012
"
41-1-227,41,1,227,2012-01-30,69,written,Sessional Paper No. 8555-411-227,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-227)  — January 30, 2012
"
41-1-228,41,1,228,2012-01-30,69,written,Sessional Paper No. 8555-411-228,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-228)  — January 30, 2012
"
41-1-229,41,1,229,2012-01-30,69,written,Sessional Paper No. 8555-411-229,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-229)  — January 30, 2012
"
41-1-230,41,1,230,2012-01-30,69,written,Sessional Paper No. 8555-411-230,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-230)  — January 30, 2012
"
41-1-231,41,1,231,2012-01-30,69,written,Sessional Paper No. 8555-411-231,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-231)  — January 30, 2012
"
41-1-232,41,1,232,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-233,41,1,233,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-234,41,1,234,2012-01-30,69,written,Sessional Paper No. 8555-411-234,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-234)  — January 30, 2012
"
41-1-235,41,1,235,2012-01-30,69,written,Sessional Paper No. 8555-411-235,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-235)  — January 30, 2012
"
41-1-236,41,1,236,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-237,41,1,237,2012-01-30,69,written,Sessional Paper No. 8555-411-237,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-237)  — January 30, 2012
"
41-1-238,41,1,238,2012-01-30,69,written,Sessional Paper No. 8555-411-238,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-238)  — January 30, 2012
"
41-1-239,41,1,239,2012-01-30,69,written,Sessional Paper No. 8555-411-239,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-239)  — January 30, 2012
"
41-1-240,41,1,240,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-241,41,1,241,2012-01-30,69,written,Sessional Paper No. 8555-411-241,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-241)  — January 30, 2012
"
41-1-242,41,1,242,2012-01-30,69,written,Sessional Paper No. 8555-411-242,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-242)  — January 30, 2012
"
41-1-243,41,1,243,2012-01-30,69,written,Sessional Paper No. 8555-411-243,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-243)  — January 30, 2012
"
41-1-244,41,1,244,2012-01-30,69,written,Sessional Paper No. 8555-411-244,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-244)  — January 30, 2012
"
41-1-245,41,1,245,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-246,41,1,246,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-247,41,1,247,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-248,41,1,248,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-249,41,1,249,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-250,41,1,250,2012-01-30,69,written,Sessional Paper No. 8555-411-250,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-250)  — January 30, 2012
"
41-1-251,41,1,251,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-252,41,1,252,2012-01-30,69,written,Sessional Paper No. 8555-411-252,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-252)  — January 30, 2012
"
41-1-253,41,1,253,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-254,41,1,254,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-255,41,1,255,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-256,41,1,256,2012-01-30,69,written,Sessional Paper No. 8555-411-256,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-256)  — January 30, 2012
"
41-1-257,41,1,257,2012-01-30,69,written,Sessional Paper No. 8555-411-257,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-257)  — January 30, 2012
"
41-1-258,41,1,258,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-259,41,1,259,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-260,41,1,260,2012-01-30,69,written,Sessional Paper No. 8555-411-260,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-260)  — January 30, 2012
"
41-1-261,41,1,261,2012-01-30,69,written,Sessional Paper No. 8555-411-261,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-261)  — January 30, 2012
"
41-1-262,41,1,262,2012-01-30,69,written,Sessional Paper No. 8555-411-262,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-262)  — January 30, 2012
"
41-1-263,41,1,263,2012-01-30,69,written,Sessional Paper No. 8555-411-263,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-263)  — January 30, 2012
"
41-1-264,41,1,264,2012-01-30,69,written,Sessional Paper No. 8555-411-264,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-264)  — January 30, 2012
"
41-1-265,41,1,265,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-266,41,1,266,2012-01-30,69,written,Sessional Paper No. 8555-411-266,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-266)  — January 30, 2012
"
41-1-267,41,1,267,2012-01-30,69,written,Sessional Paper No. 8555-411-267,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-267)  — January 30, 2012
"
41-1-268,41,1,268,2012-01-30,69,written,Sessional Paper No. 8555-411-268,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-268)  — January 30, 2012
"
41-1-269,41,1,269,2012-01-30,69,written,Sessional Paper No. 8555-411-269,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-269)  — January 30, 2012
"
41-1-270,41,1,270,2012-01-30,69,written,Sessional Paper No. 8555-411-270,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-270)  — January 30, 2012
"
41-1-271,41,1,271,2012-01-30,69,written,Sessional Paper No. 8555-411-271,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-271)  — January 30, 2012
"
41-1-272,41,1,272,2012-01-30,69,written,Sessional Paper No. 8555-411-272,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-272)  — January 30, 2012
"
41-1-273,41,1,273,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-274,41,1,274,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-275,41,1,275,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-276,41,1,276,2012-01-30,69,written,Sessional Paper No. 8555-411-276,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-276)  — January 30, 2012
"
41-1-277,41,1,277,2012-01-30,69,written,Sessional Paper No. 8555-411-277,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-277)  — January 30, 2012
"
41-1-278,41,1,278,2012-01-30,69,written,Sessional Paper No. 8555-411-278,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-278)  — January 30, 2012
"
41-1-279,41,1,279,2012-01-30,69,written,Sessional Paper No. 8555-411-279,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-279)  — January 30, 2012
"
41-1-280,41,1,280,2012-01-30,69,written,Sessional Paper No. 8555-411-280,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-280)  — January 30, 2012
"
41-1-281,41,1,281,2012-01-30,69,written,Sessional Paper No. 8555-411-281,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-281)  — January 30, 2012
"
41-1-282,41,1,282,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-283,41,1,283,2012-01-30,69,written,Sessional Paper No. 8555-411-283,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-283)  — January 30, 2012
"
41-1-284,41,1,284,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-285,41,1,285,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-286,41,1,286,2012-01-30,69,written,Sessional Paper No. 8555-411-286,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-286)  — January 30, 2012
"
41-1-287,41,1,287,2012-01-30,69,written,Sessional Paper No. 8555-411-287,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-287)  — January 30, 2012
"
41-1-288,41,1,288,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-289,41,1,289,2012-01-30,69,written,Sessional Paper No. 8555-411-289,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-289)  — January 30, 2012
"
41-1-290,41,1,290,2012-01-30,69,written,Sessional Paper No. 8555-411-290,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-290)  — January 30, 2012
"
41-1-291,41,1,291,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-292,41,1,292,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-293,41,1,293,2012-01-30,69,written,Sessional Paper No. 8555-411-293,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-293)  — January 30, 2012
"
41-1-294,41,1,294,2012-01-30,69,written,Sessional Paper No. 8555-411-294,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-294)  — January 30, 2012
"
41-1-295,41,1,295,2012-01-30,69,written,Sessional Paper No. 8555-411-295,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-295)  — January 30, 2012
"
41-1-296,41,1,296,2012-01-30,69,written,Sessional Paper No. 8555-411-296,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-296)  — January 30, 2012
"
41-1-297,41,1,297,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-298,41,1,298,2012-01-30,69,written,Sessional Paper No. 8555-411-298,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-298)  — January 30, 2012
"
41-1-299,41,1,299,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-300,41,1,300,2012-01-30,69,written,Sessional Paper No. 8555-411-300,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-300)  — January 30, 2012
"
41-1-301,41,1,301,2012-01-30,69,written,Sessional Paper No. 8555-411-301,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-301)  — January 30, 2012
"
41-1-302,41,1,302,2012-01-30,69,written,Sessional Paper No. 8555-411-302,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-302)  — January 30, 2012
"
41-1-303,41,1,303,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-304,41,1,304,2012-01-30,69,written,Sessional Paper No. 8555-411-304,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-304)  — January 30, 2012
"
41-1-305,41,1,305,2012-01-30,69,written,Sessional Paper No. 8555-411-305,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-305)  — January 30, 2012
"
41-1-306,41,1,306,2012-01-30,69,written,Sessional Paper No. 8555-411-306,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-306)  — January 30, 2012
"
41-1-307,41,1,307,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-308,41,1,308,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-309,41,1,309,2012-01-30,69,written,Sessional Paper No. 8555-411-309,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-309)  — January 30, 2012
"
41-1-310,41,1,310,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-311,41,1,311,2012-01-30,69,written,Sessional Paper No. 8555-411-311,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-311)  — January 30, 2012
"
41-1-312,41,1,312,2012-01-30,69,written,Sessional Paper No. 8555-411-312,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-312)  — January 30, 2012
"
41-1-313,41,1,313,2012-01-30,69,written,Sessional Paper No. 8555-411-313,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-313)  — January 30, 2012
"
41-1-314,41,1,314,2012-01-30,69,written,Sessional Paper No. 8555-411-314,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-314)  — January 30, 2012
"
41-1-315,41,1,315,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-316,41,1,316,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-317,41,1,317,2012-01-30,69,written,Sessional Paper No. 8555-411-317,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-317)  — January 30, 2012
"
41-1-318,41,1,318,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-319,41,1,319,2012-01-30,69,written,Sessional Paper No. 8555-411-319,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-319)  — January 30, 2012
"
41-1-320,41,1,320,2012-01-30,69,written,Sessional Paper No. 8555-411-320,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-320)  — January 30, 2012
"
41-1-321,41,1,321,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-322,41,1,322,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-323,41,1,323,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-324,41,1,324,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-325,41,1,325,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-326,41,1,326,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-327,41,1,327,2012-01-30,69,written,Sessional Paper No. 8555-411-327,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-327)  — January 30, 2012
"
41-1-328,41,1,328,2012-01-30,69,written,Sessional Paper No. 8555-411-328,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-328)  — January 30, 2012
"
41-1-329,41,1,329,2012-01-30,69,written,Sessional Paper No. 8555-411-329,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-329)  — January 30, 2012
"
41-1-330,41,1,330,2012-01-30,69,verbal,"Debates January 30, 2012","Answered — January 30, 2012
					 (See Debates)
"
41-1-331,41,1,331,2012-01-30,69,written,Sessional Paper No. 8555-411-331,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-331)  — January 30, 2012
"
41-1-332,41,1,332,2012-01-30,69,written,Sessional Paper No. 8555-411-332,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-332)  — January 30, 2012
"
41-1-333,41,1,333,2012-01-30,69,written,Sessional Paper No. 8555-411-333,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-333)  — January 30, 2012
"
41-1-334,41,1,334,2012-02-06,73,withdrawn,NA,"Withdrawn — February 6, 2012
"
41-1-335,41,1,335,2012-01-30,69,written,Sessional Paper No. 8555-411-335,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-335)  — January 30, 2012
"
41-1-336,41,1,336,2012-01-30,69,written,Sessional Paper No. 8555-411-336,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-336)  — January 30, 2012
"
41-1-337,41,1,337,2012-01-30,69,written,Sessional Paper No. 8555-411-337,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-337)  — January 30, 2012
"
41-1-338,41,1,338,2011-12-13,66,withdrawn,NA,"Withdrawn — December 13, 2011
"
41-1-339,41,1,339,2011-12-13,66,withdrawn,NA,"Withdrawn — December 13, 2011
"
41-1-340,41,1,340,2012-01-30,69,written,Sessional Paper No. 8555-411-340,"Made an Order for Return and answer tabled (Sessional Paper No. 8555-411-340)  — January 30, 2012
"
